GRAPHEME	SOUND_CLASS	NAME	SOUND_CLASS_MODEL
gʷʰː	g	labialized aspirated long voiced velar stop consonant	asjp
ɠʷʰː	0	labialized aspirated long voiced velar implosive consonant	asjp
ŋʷʰː	N	labialized aspirated long voiced velar nasal consonant	asjp
qʷʰː	q	labialized aspirated long voiceless uvular stop consonant	asjp
ɢʷʰː	q	labialized aspirated long voiced uvular stop consonant	asjp
ʛʷʰː	0	labialized aspirated long voiced uvular implosive consonant	asjp
ɴʷʰː	N	labialized aspirated long voiced uvular nasal consonant	asjp
ʔʷʰː	7	labialized aspirated long voiceless glottal stop consonant	asjp
m̥ʷʰː	m	labialized aspirated long devoiced voiced bilabial nasal consonant	asjp
ɱ̥ʷʰː	m	labialized aspirated long devoiced voiced labio-dental nasal consonant	asjp
n̥ʷʰː	n	labialized aspirated long devoiced voiced alveolar nasal consonant	asjp
ɳ̥ʷʰː	n	labialized aspirated long devoiced voiced retroflex nasal consonant	asjp
ɲ̥ʷʰː	H	labialized aspirated long devoiced voiced palatal nasal consonant	asjp
ŋ̥ʷʰː	N	labialized aspirated long devoiced voiced velar nasal consonant	asjp
ɴ̥ʷʰː	N	labialized aspirated long devoiced voiced uvular nasal consonant	asjp
p̩ʷː	p	syllabic labialized long voiceless bilabial stop consonant	asjp
b̩ʷː	b	syllabic labialized long voiced bilabial stop consonant	asjp
ɓ̩ʷː	b	syllabic labialized long voiced bilabial implosive consonant	asjp
ɸ̩ʷː	f	syllabic labialized long voiceless bilabial fricative consonant	asjp
β̩ʷː	b	syllabic labialized long voiced bilabial fricative consonant	asjp
m̩ʷː	m	syllabic labialized long voiced bilabial nasal consonant	asjp
f̩ʷː	f	syllabic labialized long voiceless labio-dental fricative consonant	asjp
v̩ʷː	v	syllabic labialized long voiced labio-dental fricative consonant	asjp
ɱ̩ʷː	m	syllabic labialized long voiced labio-dental nasal consonant	asjp
ɗ̩ʷː	d	syllabic labialized long voiced dental implosive consonant	asjp
θ̩ʷː	8	syllabic labialized long voiceless dental fricative consonant	asjp
ð̩ʷː	8	syllabic labialized long voiced dental fricative consonant	asjp
t̩ʷː	t	syllabic labialized long voiceless alveolar stop consonant	asjp
d̩ʷː	d	syllabic labialized long voiced alveolar stop consonant	asjp
s̩ʷː	s	syllabic labialized long voiceless alveolar sibilant fricative consonant	asjp
z̩ʷː	z	syllabic labialized long voiced alveolar sibilant fricative consonant	asjp
ɬ̩ʷː	L	syllabic labialized long voiceless alveolar lateral fricative consonant	asjp
ɮ̩ʷː	L	syllabic labialized long voiced alveolar lateral fricative consonant	asjp
n̩ʷː	n	syllabic labialized long voiced alveolar nasal consonant	asjp
ʃ̩ʷː	S	syllabic labialized long voiceless post-alveolar sibilant fricative consonant	asjp
ʒ̩ʷː	Z	syllabic labialized long voiced post-alveolar sibilant fricative consonant	asjp
ʈ̩ʷː	t	syllabic labialized long voiceless retroflex stop consonant	asjp
ɖ̩ʷː	d	syllabic labialized long voiced retroflex stop consonant	asjp
ʂ̩ʷː	S	syllabic labialized long voiceless retroflex sibilant fricative consonant	asjp
ʐ̩ʷː	Z	syllabic labialized long voiced retroflex sibilant fricative consonant	asjp
ɳ̩ʷː	n	syllabic labialized long voiced retroflex nasal consonant	asjp
c̩ʷː	T	syllabic labialized long voiceless palatal stop consonant	asjp
ɟ̩ʷː	C	syllabic labialized long voiced palatal stop consonant	asjp
ç̩ʷː	T	syllabic labialized long voiceless palatal sibilant fricative consonant	asjp
ʝ̩ʷː	S	syllabic labialized long voiced palatal fricative consonant	asjp
ɲ̩ʷː	H	syllabic labialized long voiced palatal nasal consonant	asjp
k̩ʷː	k	syllabic labialized long voiceless velar stop consonant	asjp
g̩ʷː	g	syllabic labialized long voiced velar stop consonant	asjp
ɠ̩ʷː	0	syllabic labialized long voiced velar implosive consonant	asjp
x̩ʷː	x	syllabic labialized long voiceless velar fricative consonant	asjp
ɣ̩ʷː	x	syllabic labialized long voiced velar fricative consonant	asjp
ŋ̩ʷː	N	syllabic labialized long voiced velar nasal consonant	asjp
q̩ʷː	q	syllabic labialized long voiceless uvular stop consonant	asjp
ɢ̩ʷː	q	syllabic labialized long voiced uvular stop consonant	asjp
ʛ̩ʷː	0	syllabic labialized long voiced uvular implosive consonant	asjp
χ̩ʷː	G	syllabic labialized long voiceless uvular fricative consonant	asjp
ʁ̩ʷː	G	syllabic labialized long voiced uvular fricative consonant	asjp
ɴ̩ʷː	N	syllabic labialized long voiced uvular nasal consonant	asjp
ʕ̩ʷː	G	syllabic labialized long voiced pharyngeal fricative consonant	asjp
ħ̩ʷː	G	syllabic labialized long voiceless pharyngeal fricative consonant	asjp
ʔ̩ʷː	7	syllabic labialized long voiceless glottal stop consonant	asjp
h̩ʷː	h	syllabic labialized long voiceless glottal fricative consonant	asjp
ɦ̩ʷː	h	syllabic labialized long voiced glottal fricative consonant	asjp
m̩̥ʷː	m	syllabic labialized long devoiced voiced bilabial nasal consonant	asjp
ɱ̩̥ʷː	m	syllabic labialized long devoiced voiced labio-dental nasal consonant	asjp
n̩̥ʷː	n	syllabic labialized long devoiced voiced alveolar nasal consonant	asjp
ɳ̩̥ʷː	n	syllabic labialized long devoiced voiced retroflex nasal consonant	asjp
ɲ̩̥ʷː	H	syllabic labialized long devoiced voiced palatal nasal consonant	asjp
ŋ̩̥ʷː	N	syllabic labialized long devoiced voiced velar nasal consonant	asjp
ɴ̩̥ʷː	N	syllabic labialized long devoiced voiced uvular nasal consonant	asjp
ʍː	w	long voiceless labialized-velar approximant consonant	asjp
ɧː	S	long voiceless palatal-velar fricative consonant	asjp
ptː	p	from voiceless bilabial stop to long voiceless alveolar stop cluster	asjp
bdː	b	from voiced bilabial stop to long voiced alveolar stop cluster	asjp
ʍ̩ː	w	syllabic long voiceless labialized-velar approximant consonant	asjp
ɧ̩ː	S	syllabic long voiceless palatal-velar fricative consonant	asjp
ɕ̩ː	S	syllabic long voiceless alveolo-palatal sibilant fricative consonant	asjp
ʑ̩ː	Z	syllabic long voiced alveolo-palatal sibilant fricative consonant	asjp
ʍʲː	w	palatalized long voiceless labialized-velar approximant consonant	asjp
ɧʲː	S	palatalized long voiceless palatal-velar fricative consonant	asjp
ɕʲː	S	palatalized long voiceless alveolo-palatal sibilant fricative consonant	asjp
ʑʲː	Z	palatalized long voiced alveolo-palatal sibilant fricative consonant	asjp
ʍ̩ʲː	w	syllabic palatalized long voiceless labialized-velar approximant consonant	asjp
ɧ̩ʲː	S	syllabic palatalized long voiceless palatal-velar fricative consonant	asjp
ɕ̩ʲː	S	syllabic palatalized long voiceless alveolo-palatal sibilant fricative consonant	asjp
ʑ̩ʲː	Z	syllabic palatalized long voiced alveolo-palatal sibilant fricative consonant	asjp
ʍʷː	w	labialized long voiceless labialized-velar approximant consonant	asjp
ɧʷː	S	labialized long voiceless palatal-velar fricative consonant	asjp
ɕʷː	S	labialized long voiceless alveolo-palatal sibilant fricative consonant	asjp
ʑʷː	Z	labialized long voiced alveolo-palatal sibilant fricative consonant	asjp
ʍ̩ʷː	w	syllabic labialized long voiceless labialized-velar approximant consonant	asjp
ɧ̩ʷː	S	syllabic labialized long voiceless palatal-velar fricative consonant	asjp
ɕ̩ʷː	S	syllabic labialized long voiceless alveolo-palatal sibilant fricative consonant	asjp
ʑ̩ʷː	Z	syllabic labialized long voiced alveolo-palatal sibilant fricative consonant	asjp
kpʰː	k	from voiceless velar stop to aspirated long voiceless bilabial stop cluster	asjp
gbʰː	g	from voiced velar stop to aspirated long voiced bilabial stop cluster	asjp
ptʰː	p	from voiceless bilabial stop to aspirated long voiceless alveolar stop cluster	asjp
bdʰː	b	from voiced bilabial stop to aspirated long voiced alveolar stop cluster	asjp
tɕʰː	t	aspirated long voiceless alveolo-palatal sibilant affricate consonant	asjp
dʑʰː	d	aspirated long voiced alveolo-palatal sibilant affricate consonant	asjp
kpʷː	k	from voiceless velar stop to labialized long voiceless bilabial stop cluster	asjp
gbʷː	g	from voiced velar stop to labialized long voiced bilabial stop cluster	asjp
ptʷː	p	from voiceless bilabial stop to labialized long voiceless alveolar stop cluster	asjp
bdʷː	b	from voiced bilabial stop to labialized long voiced alveolar stop cluster	asjp
tɕʷː	t	labialized long voiceless alveolo-palatal sibilant affricate consonant	asjp
dʑʷː	d	labialized long voiced alveolo-palatal sibilant affricate consonant	asjp
kpʲː	k	from voiceless velar stop to palatalized long voiceless bilabial stop cluster	asjp
gbʲː	g	from voiced velar stop to palatalized long voiced bilabial stop cluster	asjp
ptʲː	p	from voiceless bilabial stop to palatalized long voiceless alveolar stop cluster	asjp
bdʲː	b	from voiced bilabial stop to palatalized long voiced alveolar stop cluster	asjp
tɕʲː	t	palatalized long voiceless alveolo-palatal sibilant affricate consonant	asjp
dʑʲː	d	palatalized long voiced alveolo-palatal sibilant affricate consonant	asjp
pɸʰː	p	aspirated long voiceless bilabial affricate consonant	asjp
bβʰː	b	aspirated long voiced bilabial affricate consonant	asjp
pfʰː	p	aspirated long voiceless labio-dental affricate consonant	asjp
bvʰː	b	aspirated long voiced labio-dental affricate consonant	asjp
d̪ʰː	d	aspirated long voiced dental stop consonant	asjp
d̠ʰː	d	aspirated long voiced post-alveolar stop consonant	asjp
dzʰː	d	aspirated long voiced alveolar sibilant affricate consonant	asjp
n̪ʰː	n	aspirated long voiced dental nasal consonant	asjp
t̠ʰː	t	aspirated long voiceless post-alveolar stop consonant	asjp
dɮʰː	d	aspirated long voiced alveolar lateral affricate consonant	asjp
dʒʰː	d	aspirated long voiced post-alveolar sibilant affricate consonant	asjp
ʈʂʰː	C	aspirated long voiceless retroflex sibilant affricate consonant	asjp
ɖʐʰː	t	aspirated long voiced retroflex sibilant affricate consonant	asjp
cçʰː	T	aspirated long voiceless palatal affricate consonant	asjp
ɟʝʰː	C	aspirated long voiced palatal affricate consonant	asjp
gɣʰː	g	aspirated long voiced velar affricate consonant	asjp
ɢʁʰː	q	aspirated long voiced uvular affricate consonant	asjp
pɸʷː	p	labialized long voiceless bilabial affricate consonant	asjp
bβʷː	b	labialized long voiced bilabial affricate consonant	asjp
pfʷː	p	labialized long voiceless labio-dental affricate consonant	asjp
bvʷː	b	labialized long voiced labio-dental affricate consonant	asjp
t̪ʷː	t	labialized long voiceless dental stop consonant	asjp
d̪ʷː	d	labialized long voiced dental stop consonant	asjp
d̠ʷː	d	labialized long voiced post-alveolar stop consonant	asjp
dzʷː	d	labialized long voiced alveolar sibilant affricate consonant	asjp
n̪ʷː	n	labialized long voiced dental nasal consonant	asjp
t̠ʷː	t	labialized long voiceless post-alveolar stop consonant	asjp
tsʷː	t	labialized long voiceless alveolar sibilant affricate consonant	asjp
dɮʷː	d	labialized long voiced alveolar lateral affricate consonant	asjp
tɬʷː	t	labialized long voiceless alveolar lateral affricate consonant	asjp
dʒʷː	d	labialized long voiced post-alveolar sibilant affricate consonant	asjp
ʈʂʷː	C	labialized long voiceless retroflex sibilant affricate consonant	asjp
ɖʐʷː	t	labialized long voiced retroflex sibilant affricate consonant	asjp
cçʷː	T	labialized long voiceless palatal affricate consonant	asjp
ɟʝʷː	C	labialized long voiced palatal affricate consonant	asjp
gɣʷː	g	labialized long voiced velar affricate consonant	asjp
kxʷː	k	labialized long voiceless velar affricate consonant	asjp
ɢʁʷː	q	labialized long voiced uvular affricate consonant	asjp
qχʷː	q	labialized long voiceless uvular affricate consonant	asjp
pɸʲː	p	palatalized long voiceless bilabial affricate consonant	asjp
bβʲː	b	palatalized long voiced bilabial affricate consonant	asjp
pfʲː	p	palatalized long voiceless labio-dental affricate consonant	asjp
bvʲː	b	palatalized long voiced labio-dental affricate consonant	asjp
t̪ʲː	t	palatalized long voiceless dental stop consonant	asjp
d̪ʲː	d	palatalized long voiced dental stop consonant	asjp
d̠ʲː	d	palatalized long voiced post-alveolar stop consonant	asjp
dzʲː	d	palatalized long voiced alveolar sibilant affricate consonant	asjp
ɬ̪ʲː	L	palatalized long voiceless dental lateral fricative consonant	asjp
n̪ʲː	n	palatalized long voiced dental nasal consonant	asjp
t̠ʲː	t	palatalized long voiceless post-alveolar stop consonant	asjp
dɮʲː	d	palatalized long voiced alveolar lateral affricate consonant	asjp
tɬʲː	t	palatalized long voiceless alveolar lateral affricate consonant	asjp
dʒʲː	d	palatalized long voiced post-alveolar sibilant affricate consonant	asjp
ʈʂʲː	C	palatalized long voiceless retroflex sibilant affricate consonant	asjp
ɖʐʲː	t	palatalized long voiced retroflex sibilant affricate consonant	asjp
cçʲː	T	palatalized long voiceless palatal affricate consonant	asjp
ɟʝʲː	C	palatalized long voiced palatal affricate consonant	asjp
gɣʲː	g	palatalized long voiced velar affricate consonant	asjp
kxʲː	k	palatalized long voiceless velar affricate consonant	asjp
ɢʁʲː	q	palatalized long voiced uvular affricate consonant	asjp
qχʲː	q	palatalized long voiceless uvular affricate consonant	asjp
ɔ̹	o	more-rounded rounded open-mid back vowel	asjp
d̚	d	unreleased voiced alveolar stop consonant	asjp
pˤː	p	pharyngealized long voiceless bilabial stop consonant	asjp
tʲʷ	t	palatalized labialized voiceless alveolar stop consonant	asjp
c̚	T	unreleased voiceless palatal stop consonant	asjp
kʲʷː	k	palatalized labialized long voiceless velar stop consonant	asjp
qˤː	q	pharyngealized long voiceless uvular stop consonant	asjp
qʲˤ	q	palatalized pharyngealized voiceless uvular stop consonant	asjp
qʲˤː	q	palatalized pharyngealized long voiceless uvular stop consonant	asjp
qʷˤː	q	labialized pharyngealized long voiceless uvular stop consonant	asjp
qʲʷː	q	palatalized labialized long voiceless uvular stop consonant	asjp
qʲʷˤ	q	palatalized labialized pharyngealized voiceless uvular stop consonant	asjp
qʲʷˤː	q	palatalized labialized pharyngealized long voiceless uvular stop consonant	asjp
p’ʲʷ	p	palatalized labialized voiceless bilabial ejective stop consonant	asjp
t’ʲʷ	t	palatalized labialized voiceless alveolar ejective stop consonant	asjp
q’ʲː	q	palatalized long voiceless uvular ejective stop consonant	asjp
q’ʲˤ	q	palatalized pharyngealized voiceless uvular ejective stop consonant	asjp
q’ʲʷˤ	q	palatalized labialized pharyngealized voiceless uvular ejective stop consonant	asjp
bʲʷ	b	palatalized labialized voiced bilabial stop consonant	asjp
g̚	g	unreleased voiced velar stop consonant	asjp
gʷʱ	g	labialized breathy voiced velar stop consonant	asjp
ɢʲʷ	q	palatalized labialized voiced uvular stop consonant	asjp
θˤ	8	pharyngealized voiceless dental fricative consonant	asjp
sʲʷː	s	palatalized labialized long voiceless alveolar sibilant fricative consonant	asjp
ʃʷʰ	S	labialized aspirated voiceless post-alveolar sibilant fricative consonant	asjp
xʲʷ	x	palatalized labialized voiceless velar fricative consonant	asjp
χʲˤ	G	palatalized pharyngealized voiceless uvular fricative consonant	asjp
h̃ʷ	h	nasalized labialized voiceless glottal fricative consonant	asjp
s’ʲ	s	palatalized voiceless alveolar ejective sibilant fricative consonant	asjp
s’ʷ	s	labialized voiceless alveolar ejective sibilant fricative consonant	asjp
s’ʲʷ	s	palatalized labialized voiceless alveolar ejective sibilant fricative consonant	asjp
ʃ’ʲ	S	palatalized voiceless post-alveolar ejective sibilant fricative consonant	asjp
ɕ’ʷ	S	labialized voiceless alveolo-palatal ejective sibilant fricative consonant	asjp
ç’	T	voiceless palatal ejective sibilant fricative consonant	asjp
zʲʷ	z	palatalized labialized voiced alveolar sibilant fricative consonant	asjp
ʒʱ	Z	breathy voiced post-alveolar sibilant fricative consonant	asjp
ʐʱ	Z	breathy voiced retroflex sibilant fricative consonant	asjp
ʑʱ	Z	breathy voiced alveolo-palatal sibilant fricative consonant	asjp
ɣʲʷ	x	palatalized labialized voiced velar fricative consonant	asjp
ʁʲˤ	G	palatalized pharyngealized voiced uvular fricative consonant	asjp
ʁʲʷ	G	palatalized labialized voiced uvular fricative consonant	asjp
ʁʲʷˤ	G	palatalized labialized pharyngealized voiced uvular fricative consonant	asjp
ɬ’ː	L	long voiceless alveolar ejective lateral fricative consonant	asjp
ɬˤ	L	pharyngealized voiceless alveolar lateral fricative consonant	asjp
ɬ’ʲː	L	palatalized long voiceless alveolar ejective lateral fricative consonant	asjp
ɬ’ʷ	L	labialized voiceless alveolar ejective lateral fricative consonant	asjp
ɬʲʷ	L	palatalized labialized voiceless alveolar lateral fricative consonant	asjp
ɬʲʷː	L	palatalized labialized long voiceless alveolar lateral fricative consonant	asjp
ɬ’ʲʷ	L	palatalized labialized voiceless alveolar ejective lateral fricative consonant	asjp
ɮʲʷ	L	palatalized labialized voiced alveolar lateral fricative consonant	asjp
l̩ː	l	syllabic long voiced alveolar lateral approximant consonant	asjp
ɭʱ	L	breathy voiced retroflex lateral approximant consonant	asjp
ǀˀ	!	glottalized voiceless dental click consonant	asjp
ǀ̃	!	nasalized voiceless dental click consonant	asjp
ⁿǀʰ	!	pre-nasalized aspirated voiceless dental click consonant	asjp
