CLTS_NAME	BIPA_GRAPHEME	GRAPHEME	LATEX	FEATURES
labialized aspirated long voiced palatal stop consonant	ɟʷʰː	ɟʰʷː	\textbardotlessj extsuperscript{h}\super w\textlengthmark	plosive::palatal, labial::+voice +spread glottis
labialized aspirated long voiced palatal nasal consonant	ɲʷʰː	ɲʰʷː	\textltailn extsuperscript{h}\super w\textlengthmark	nasal::palatal, labial::+voice +nasal +spread glottis
labialized aspirated long voiceless velar stop consonant	kʷʰː	kʰʷː	k extsuperscript{h}\super w\textlengthmark	plosive::velar, labial::−voice +spread glottis
labialized aspirated long voiced velar stop consonant	gʷʰː	ɡʰʷː	ɡ extsuperscript{h}\super w\textlengthmark	plosive::velar, labial::+voice +spread glottis
labialized aspirated long voiced velar implosive consonant	ɠʷʰː	ɠʰʷː	\texthtg extsuperscript{h}\super w\textlengthmark	plosive::velar, labial::+voice +spread glottis
labialized aspirated long voiced velar nasal consonant	ŋʷʰː	ŋʰʷː	\textipa{N} extsuperscript{h}\super w\textlengthmark	nasal::velar, labial::+voice +nasal +spread glottis
labialized aspirated long voiceless uvular stop consonant	qʷʰː	qʰʷː	q extsuperscript{h}\super w\textlengthmark	plosive::uvular, labial::−voice +spread glottis
labialized aspirated long voiced uvular stop consonant	ɢʷʰː	ɢʰʷː	\textscg extsuperscript{h}\super w\textlengthmark	plosive::uvular, labial::+voice +spread glottis
labialized aspirated long voiced uvular implosive consonant	ʛʷʰː	ʛʰʷː	\texthtscg extsuperscript{h}\super w\textlengthmark	plosive::uvular, labial::+voice +spread glottis
labialized aspirated long voiced uvular nasal consonant	ɴʷʰː	ɴʰʷː	\textscn extsuperscript{h}\super w\textlengthmark	nasal::uvular, labial::+voice +nasal +spread glottis
labialized aspirated long voiceless glottal stop consonant	ʔʷʰː	ʔʰʷː	\textglotstop extsuperscript{h}\super w\textlengthmark	plosive::glottal, labial::−voice +spread glottis
labialized aspirated long devoiced voiced bilabial nasal consonant	m̥ʷʰː	m̥ʰʷː	*m extsuperscript{h}\super w\textlengthmark	nasal::labial::−voice +nasal +spread glottis
labialized aspirated long devoiced voiced labio-dental nasal consonant	ɱ̥ʷʰː	ɱ̥ʰʷː	*\textltailm extsuperscript{h}\super w\textlengthmark	nasal::labiodental, labial::−voice +nasal +spread glottis
labialized aspirated long devoiced voiced alveolar nasal consonant	n̥ʷʰː	n̥ʰʷː	*n extsuperscript{h}\super w\textlengthmark	nasal::alveolar, labial::−voice +nasal +spread glottis
labialized aspirated long devoiced voiced retroflex nasal consonant	ɳ̥ʷʰː	ɳ̥ʰʷː	*\:n extsuperscript{h}\super w\textlengthmark	nasal::retroflex, labial::−voice +nasal +spread glottis
labialized aspirated long devoiced voiced palatal nasal consonant	ɲ̥ʷʰː	ɲ̥ʰʷː	*\textltailn extsuperscript{h}\super w\textlengthmark	nasal::palatal, labial::−voice +nasal +spread glottis
labialized aspirated long devoiced voiced velar nasal consonant	ŋ̥ʷʰː	ŋ̥ʰʷː	*\textipa{N} extsuperscript{h}\super w\textlengthmark	nasal::velar, labial::−voice +nasal +spread glottis
labialized aspirated long devoiced voiced uvular nasal consonant	ɴ̥ʷʰː	ɴ̥ʰʷː	*\textscn extsuperscript{h}\super w\textlengthmark	nasal::uvular, labial::−voice +nasal +spread glottis
syllabic labialized long voiceless bilabial stop consonant	p̩ʷː	p̩ʷː	\textipa{\s{p}}\super w\textlengthmark	plosive::labial::−voice +syllabic
syllabic labialized long voiced bilabial stop consonant	b̩ʷː	b̩ʷː	\textipa{\s{b}}\super w\textlengthmark	plosive::labial::+voice +syllabic
syllabic labialized long voiced bilabial implosive consonant	ɓ̩ʷː	ɓ̩ʷː	\textipa{\s{\texthtb}}\super w\textlengthmark	plosive::labial::+voice +syllabic
syllabic labialized long voiceless bilabial fricative consonant	ɸ̩ʷː	ɸ̩ʷː	\textipa{\sF}\super w\textlengthmark	fricative::labial::−voice +syllabic
syllabic labialized long voiced bilabial fricative consonant	β̩ʷː	β̩ʷː	\textipa{\sB}\super w\textlengthmark	fricative::labial::+voice +syllabic
syllabic labialized long voiced bilabial nasal consonant	m̩ʷː	m̩ʷː	\textsyllabic{m}\super w\textlengthmark	nasal::labial::+voice +nasal +syllabic
syllabic labialized long voiceless labio-dental fricative consonant	f̩ʷː	f̩ʷː	\textipa{\s{f}}\super w\textlengthmark	fricative::labiodental, labial::−voice +syllabic
syllabic labialized long voiced labio-dental fricative consonant	v̩ʷː	v̩ʷː	\textipa{\s{v}}\super w\textlengthmark	fricative::labiodental, labial::+voice +syllabic
syllabic labialized long voiced labio-dental nasal consonant	ɱ̩ʷː	ɱ̩ʷː	\textipa{\s{\textltailm}}\super w\textlengthmark	nasal::labiodental, labial::+voice +nasal +syllabic
syllabic labialized long voiced dental implosive consonant	ɗ̩ʷː	ɗ̩ʷː	\textipa{\s{\texthtd}}\super w\textlengthmark	plosive::dental, labial::+voice +syllabic
syllabic labialized long voiceless dental fricative consonant	θ̩ʷː	θ̩ʷː	\textipa{\sT}\super w\textlengthmark	fricative::dental, labial::−voice +syllabic
syllabic labialized long voiced dental fricative consonant	ð̩ʷː	ð̩ʷː	\textipa{\sD}\super w\textlengthmark	fricative::dental, labial::+voice +syllabic
syllabic labialized long voiceless alveolar stop consonant	t̩ʷː	t̩ʷː	\textipa{\s{t}}\super w\textlengthmark	plosive::alveolar, labial::−voice +syllabic
syllabic labialized long voiced alveolar stop consonant	d̩ʷː	d̩ʷː	\textipa{\s{d}}\super w\textlengthmark	plosive::alveolar, labial::+voice +syllabic
syllabic labialized long voiceless alveolar sibilant fricative consonant	s̩ʷː	s̩ʷː	\textipa{\s{s}}\super w\textlengthmark	fricative::alveolar, labial::−voice +syllabic
syllabic labialized long voiced alveolar sibilant fricative consonant	z̩ʷː	z̩ʷː	\textipa{\s{z}}\super w\textlengthmark	fricative::alveolar, labial::+voice +syllabic
syllabic labialized long voiceless alveolar lateral fricative consonant	ɬ̩ʷː	ɬ̩ʷː	\textipa{\s{\textbeltl}}\super w\textlengthmark	fricative::alveolar, labial::+voice +lateral +syllabic
syllabic labialized long voiced alveolar lateral fricative consonant	ɮ̩ʷː	ɮ̩ʷː	\textipa{\s{\textlyoghlig}}\super w\textlengthmark	fricative::alveolar, labial::+voice +lateral +syllabic
syllabic labialized long voiced alveolar nasal consonant	n̩ʷː	n̩ʷː	\textsyllabic{n}\super w\textlengthmark	nasal::alveolar, labial::+voice +nasal +syllabic
syllabic labialized long voiceless post-alveolar sibilant fricative consonant	ʃ̩ʷː	ʃ̩ʷː	\textipa{\sS}\super w\textlengthmark	fricative::palatoalveolar, labial::−voice +syllabic
syllabic labialized long voiced post-alveolar sibilant fricative consonant	ʒ̩ʷː	ʒ̩ʷː	\textipa{\s{\textyogh}}\super w\textlengthmark	fricative::palatoalveolar, labial::+voice +syllabic
syllabic labialized long voiceless retroflex stop consonant	ʈ̩ʷː	ʈ̩ʷː	\textipa{\s{\textrtailt}}\super w\textlengthmark	plosive::retroflex, labial::−voice +syllabic
syllabic labialized long voiced retroflex stop consonant	ɖ̩ʷː	ɖ̩ʷː	\textipa{\s{\textrtaild}}\super w\textlengthmark	plosive::retroflex, labial::+voice +syllabic
syllabic labialized long voiceless retroflex sibilant fricative consonant	ʂ̩ʷː	ʂ̩ʷː	\textipa{\s{\textrtails}}\super w\textlengthmark	fricative::retroflex, labial::−voice +syllabic
syllabic labialized long voiced retroflex sibilant fricative consonant	ʐ̩ʷː	ʐ̩ʷː	\textipa{\s{\textrtailz}}\super w\textlengthmark	fricative::retroflex, labial::+voice +syllabic
syllabic labialized long voiced retroflex nasal consonant	ɳ̩ʷː	ɳ̩ʷː	\textipa{\s{\:n}}\super w\textlengthmark	nasal::retroflex, labial::+voice +nasal +syllabic
syllabic labialized long voiceless palatal stop consonant	c̩ʷː	c̩ʷː	\textipa{\s{c}}\super w\textlengthmark	plosive::palatal, labial::−voice +syllabic
syllabic labialized long voiced palatal stop consonant	ɟ̩ʷː	ɟ̩ʷː	\textipa{\s{\textbardotlessj}}\super w\textlengthmark	plosive::palatal, labial::+voice +syllabic
syllabic labialized long voiceless palatal sibilant fricative consonant	ç̩ʷː	ç̩ʷː	\textipa{\s{\c{c}}}\super w\textlengthmark	fricative::palatal, labial::−voice +syllabic
syllabic labialized long voiced palatal fricative consonant	ʝ̩ʷː	ʝ̩ʷː	\textipa{\s{\textctj}}\super w\textlengthmark	fricative::palatal, labial::+voice +syllabic
syllabic labialized long voiced palatal nasal consonant	ɲ̩ʷː	ɲ̩ʷː	\textipa{\s{\textltailn}}\super w\textlengthmark	nasal::palatal, labial::+voice +nasal +syllabic
syllabic labialized long voiceless velar stop consonant	k̩ʷː	k̩ʷː	\textipa{\s{k}}\super w\textlengthmark	plosive::velar, labial::−voice +syllabic
syllabic labialized long voiced velar stop consonant	g̩ʷː	ɡ̩ʷː	\textipa{\s{ɡ}}\super w\textlengthmark	plosive::velar, labial::+voice +syllabic
syllabic labialized long voiced velar implosive consonant	ɠ̩ʷː	ɠ̩ʷː	\textipa{\s{\texthtg}}\super w\textlengthmark	plosive::velar, labial::+voice +syllabic
syllabic labialized long voiceless velar fricative consonant	x̩ʷː	x̩ʷː	\textipa{\s{x}}\super w\textlengthmark	fricative::velar, labial::−voice +syllabic
syllabic labialized long voiced velar fricative consonant	ɣ̩ʷː	ɣ̩ʷː	\textipa{\sG}\super w\textlengthmark	fricative::velar, labial::+voice +syllabic
syllabic labialized long voiced velar nasal consonant	ŋ̩ʷː	ŋ̩ʷː	\textipa{\sN}\super w\textlengthmark	nasal::velar, labial::+voice +nasal +syllabic
syllabic labialized long voiceless uvular stop consonant	q̩ʷː	q̩ʷː	\textipa{\s{q}}\super w\textlengthmark	plosive::uvular, labial::−voice +syllabic
syllabic labialized long voiced uvular stop consonant	ɢ̩ʷː	ɢ̩ʷː	\textipa{\s{\textscg}}\super w\textlengthmark	plosive::uvular, labial::+voice +syllabic
syllabic labialized long voiced uvular implosive consonant	ʛ̩ʷː	ʛ̩ʷː	\textipa{\s{\texthtscg}}\super w\textlengthmark	plosive::uvular, labial::+voice +syllabic
syllabic labialized long voiceless uvular fricative consonant	χ̩ʷː	χ̩ʷː	\textipa{\s{\textchi}}\super w\textlengthmark	fricative::uvular, labial::−voice +syllabic
syllabic labialized long voiced uvular fricative consonant	ʁ̩ʷː	ʁ̩ʷː	\textipa{\sK}\super w\textlengthmark	fricative::uvular, labial::+voice +syllabic
syllabic labialized long voiced uvular nasal consonant	ɴ̩ʷː	ɴ̩ʷː	\textipa{\s{\textscn}}\super w\textlengthmark	nasal::uvular, labial::+voice +nasal +syllabic
syllabic labialized long voiced pharyngeal fricative consonant	ʕ̩ʷː	ʕ̩ʷː	\textipa{\s{\textrevglotstop}}\super w\textlengthmark	fricative::pharyngeal, labial::+voice +syllabic
syllabic labialized long voiceless pharyngeal fricative consonant	ħ̩ʷː	ħ̩ʷː	\textipa{\s{\textcrh}}\super w\textlengthmark	fricative::pharyngeal, labial::−voice +syllabic
syllabic labialized long voiceless glottal stop consonant	ʔ̩ʷː	ʔ̩ʷː	\textipa{\s{\textglotstop}}\super w\textlengthmark	plosive::glottal, labial::−voice +syllabic
syllabic labialized long voiceless glottal fricative consonant	h̩ʷː	h̩ʷː	\textipa{\s{h}}\super w\textlengthmark	fricative::glottal, labial::−voice +syllabic
syllabic labialized long voiced glottal fricative consonant	ɦ̩ʷː	ɦ̩ʷː	\textipa{\s{\texthth}}\super w\textlengthmark	fricative::glottal, labial::+voice +syllabic
syllabic labialized long devoiced voiced bilabial nasal consonant	m̩̥ʷː	m̥̩ʷː	\textipa{\s{ *m}}\super w\textlengthmark	nasal::labial::−voice +nasal +syllabic
syllabic labialized long devoiced voiced labio-dental nasal consonant	ɱ̩̥ʷː	ɱ̥̩ʷː	\textipa{\s{ *\textltailm}}\super w\textlengthmark	nasal::labiodental, labial::−voice +nasal +syllabic
syllabic labialized long devoiced voiced alveolar nasal consonant	n̩̥ʷː	n̥̩ʷː	\textipa{\s{ *n}}\super w\textlengthmark	nasal::alveolar, labial::−voice +nasal +syllabic
syllabic labialized long devoiced voiced retroflex nasal consonant	ɳ̩̥ʷː	ɳ̥̩ʷː	\textipa{\s{ *\:n}}\super w\textlengthmark	nasal::retroflex, labial::−voice +nasal +syllabic
syllabic labialized long devoiced voiced palatal nasal consonant	ɲ̩̥ʷː	ɲ̥̩ʷː	\textipa{\s{ *\textltailn}}\super w\textlengthmark	nasal::palatal, labial::−voice +nasal +syllabic
syllabic labialized long devoiced voiced velar nasal consonant	ŋ̩̥ʷː	ŋ̥̩ʷː	*\textipa{\sN}\super w\textlengthmark	nasal::velar, labial::−voice +nasal +syllabic
syllabic labialized long devoiced voiced uvular nasal consonant	ɴ̩̥ʷː	ɴ̥̩ʷː	\textipa{\s{ *\textscn}}\super w\textlengthmark	nasal::uvular, labial::−voice +nasal +syllabic
long voiceless labialized-velar approximant consonant	ʍː	ʍː	\textturnw\textlengthmark	fricative::labial, velar::−voice
long voiceless palatal-velar fricative consonant	ɧː	ɧː	\texththeng\textlengthmark	fricative::palatoalveolar, velar::−voice
long voiceless alveolo-palatal sibilant fricative consonant	ɕː	ɕː	\textctc\textlengthmark	fricative::alveolar, palatal::−voice
long voiced alveolo-palatal sibilant fricative consonant	ʑː	ʑː	\textctz\textlengthmark	fricative::alveolar, palatal::+voice
from voiceless velar stop to long voiceless bilabial stop cluster	kpː	k͡pː	\t{k͡p}\textlengthmark	plosive::labial, velar::−voice
from voiced velar stop to long voiced bilabial stop cluster	gbː	ɡ͡bː	\t{g͡b}\textlengthmark	plosive::labial, velar::+voice
from voiceless bilabial stop to long voiceless alveolar stop cluster	ptː	p͡tː	\t{p͡t}\textlengthmark	plosive::labial, alveolar::−voice
from voiced bilabial stop to long voiced alveolar stop cluster	bdː	b͡dː	\t{b͡d}\textlengthmark	plosive::labial, alveolar::+voice
long voiceless alveolo-palatal sibilant affricate consonant	tɕː	t͡ɕː	\t{t͡\textctc}\textlengthmark	affricate::alveolar, palatal::−voice
long voiced alveolo-palatal sibilant affricate consonant	dʑː	d͡ʑː	\t{d͡\textctz}\textlengthmark	affricate::alveolar, palatal::+voice
syllabic long voiceless labialized-velar approximant consonant	ʍ̩ː	ʍ̩ː	\textipa{\s{\textturnw}}\textlengthmark	fricative::labial, velar::−voice +syllabic
syllabic long voiceless palatal-velar fricative consonant	ɧ̩ː	ɧ̩ː	\textipa{\s{\texththeng}}\textlengthmark	fricative::palatoalveolar, velar::−voice +syllabic
syllabic long voiceless alveolo-palatal sibilant fricative consonant	ɕ̩ː	ɕ̩ː	\textipa{\s{\textctc}}\textlengthmark	fricative::alveolar, palatal::−voice +syllabic
syllabic long voiced alveolo-palatal sibilant fricative consonant	ʑ̩ː	ʑ̩ː	\textipa{\s{\textctz}}\textlengthmark	fricative::alveolar, palatal::+voice +syllabic
palatalized long voiceless labialized-velar approximant consonant	ʍʲː	ʍʲː	\textturnw\super j\textlengthmark	fricative::labial, velar, palatal::−voice
palatalized long voiceless palatal-velar fricative consonant	ɧʲː	ɧʲː	\texththeng\super j\textlengthmark	fricative::palatoalveolar, velar, palatal::−voice
palatalized long voiceless alveolo-palatal sibilant fricative consonant	ɕʲː	ɕʲː	\textctc\super j\textlengthmark	fricative::alveolar, palatal::−voice
palatalized long voiced alveolo-palatal sibilant fricative consonant	ʑʲː	ʑʲː	\textctz\super j\textlengthmark	fricative::alveolar, palatal::+voice
syllabic palatalized long voiceless labialized-velar approximant consonant	ʍ̩ʲː	ʍ̩ʲː	\textipa{\s{\textturnw}}\super j\textlengthmark	fricative::labial, velar, palatal::−voice +syllabic
syllabic palatalized long voiceless palatal-velar fricative consonant	ɧ̩ʲː	ɧ̩ʲː	\textipa{\s{\texththeng}}\super j\textlengthmark	fricative::palatoalveolar, velar, palatal::−voice +syllabic
syllabic palatalized long voiceless alveolo-palatal sibilant fricative consonant	ɕ̩ʲː	ɕ̩ʲː	\textipa{\s{\textctc}}\super j\textlengthmark	fricative::alveolar, palatal::−voice +syllabic
syllabic palatalized long voiced alveolo-palatal sibilant fricative consonant	ʑ̩ʲː	ʑ̩ʲː	\textipa{\s{\textctz}}\super j\textlengthmark	fricative::alveolar, palatal::+voice +syllabic
labialized long voiceless labialized-velar approximant consonant	ʍʷː	ʍʷː	\textturnw\super w\textlengthmark	fricative::labial, velar::−voice
labialized long voiceless palatal-velar fricative consonant	ɧʷː	ɧʷː	\texththeng\super w\textlengthmark	fricative::palatoalveolar, velar, labial::−voice
labialized long voiceless alveolo-palatal sibilant fricative consonant	ɕʷː	ɕʷː	\textctc\super w\textlengthmark	fricative::alveolar, palatal, labial::−voice
labialized long voiced alveolo-palatal sibilant fricative consonant	ʑʷː	ʑʷː	\textctz\super w\textlengthmark	fricative::alveolar, palatal, labial::+voice
syllabic labialized long voiceless labialized-velar approximant consonant	ʍ̩ʷː	ʍ̩ʷː	\textipa{\s{\textturnw}}\super w\textlengthmark	fricative::labial, velar::−voice +syllabic
syllabic labialized long voiceless palatal-velar fricative consonant	ɧ̩ʷː	ɧ̩ʷː	\textipa{\s{\texththeng}}\super w\textlengthmark	fricative::palatoalveolar, velar, labial::−voice +syllabic
syllabic labialized long voiceless alveolo-palatal sibilant fricative consonant	ɕ̩ʷː	ɕ̩ʷː	\textipa{\s{\textctc}}\super w\textlengthmark	fricative::alveolar, palatal, labial::−voice +syllabic
